"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"63","Am","McKay Snow","2","2:04.517","5:34.936","Green","Track","3.676","10.737","14.873","4.444","0.654","18.164","27.951","15.779","18.732","6.110","3.397","125.626"
"36","LB Cup","Matt Dicken","2","2:03.555","5:37.975","Green","Track","3.398","9.956","13.611","3.973","0.535","17.812","28.199","15.723","20.519","6.390","3.439","153.568"
"08","LB Cup","Mel Johnson","2","2:02.720","5:39.227","Green","Track","3.692","10.475","14.217","4.099","0.592","17.895","25.904","15.981","19.920","6.503","3.442","138.782"
"1","Pro","Andrea Amici","2","1:47.576","5:42.416","Green","Track","3.237","9.070","12.319","3.814","0.490","14.507","22.172","14.308","17.953","6.273","3.433","167.672"
"88","LB Cup","Jeffrey Cheng","2","2:03.979","5:43.746","Green","Track","3.627","10.659","15.047","4.144","0.539","17.182","25.729","15.869","20.167","7.463","3.553","152.429"
"27","Pro","Paolo Ruberti","2","1:50.121","5:57.480","Green","Track","3.214","9.003","12.300","3.805","0.489","16.169","23.418","14.555","17.913","5.920","3.335","168.015"
"46","Pro","Conor Daly","2","1:45.235","5:58.432","Green","Track","3.177","8.893","12.155","3.768","0.485","14.007","21.606","14.381","17.620","5.847","3.296","169.400"
"34","Pro","Patrick Liddy","3","1:46.344","6:05.169","Green","Track","3.179","8.881","12.182","3.783","0.487","14.279","22.228","14.132","17.911","5.947","3.335","168.704"
"6","Am","Steven Aghakhani","3","1:46.655","6:05.990","Green","Track","3.189","8.812","12.247","3.768","0.484","14.542","22.247","14.173","17.999","5.870","3.324","169.750"
"22","ProAm","Ryan Hardwick","3","1:50.799","6:12.394","Green","Track","3.192","9.244","12.406","3.806","0.489","14.900","23.556","15.185","18.776","5.904","3.341","168.015"
"33","Am","Cameron Cassels","3","1:49.413","6:13.054","Green","Track","3.205","9.015","12.261","3.793","0.486","15.009","23.244","14.485","18.438","6.096","3.381","169.052"
"09","ProAm","Jacob Eidson","3","2:05.109","6:25.523","Green","Track","3.261","9.178","12.888","3.848","0.493","15.399","25.809","16.631","28.124","6.127","3.351","166.651"
"24","LB Cup","Ron Atapattu","3","1:56.954","6:33.621","Green","Track","3.400","9.732","14.035","4.045","0.512","16.732","24.019","15.305","19.351","6.405","3.418","160.467"
"69","ProAm","William Hubbell","3","1:54.861","6:37.734","Green","Track","3.355","9.713","13.085","3.896","0.499","16.205","23.903","15.116","19.245","6.399","3.445","164.647"
"3","LB Cup","Randy Sellari","3","1:56.101","6:45.359","Green","Track","3.284","9.798","13.158","3.911","0.503","16.623","24.474","15.227","19.273","6.386","3.464","163.338"
"43","LB Cup","Ashton Harrison","3","1:55.365","6:46.383","Green","Track","3.306","9.311","13.161","3.919","0.501","15.449","27.228","14.440","18.446","6.191","3.413","163.990"
"7","Am","Sheena Monk","3","1:50.081","6:47.805","Green","Track","3.249","9.256","12.426","3.823","0.491","15.265","22.923","14.604","18.436","6.223","3.385","167.330"
"29","Pro","Corey Lewis","3","1:45.096","7:12.904","Green","Track","3.168","8.849","12.230","3.792","0.488","13.999","21.567","14.208","17.598","5.878","3.319","168.359"
"53","ProAm","Bradley Baker","3","1:51.631","7:22.932","Green","Track","3.329","9.747","12.704","3.860","0.499","15.340","23.291","14.706","18.723","6.046","3.386","164.647"
"63","Am","McKay Snow","3","1:48.345","7:23.281","Green","Track","3.245","9.159","12.467","3.819","0.490","14.650","22.252","14.631","18.153","6.100","3.379","167.672"
