"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"24","LB Cup","Ron Atapattu","21","1:58.045","44:27.456","Green","Track","3.360","10.079","13.889","3.982","0.569","16.534","25.062","14.941","19.474","6.643","3.512","144.392"
"36","LB Cup","Matt Dicken","21","1:57.874","44:36.704","Green","Track","3.408","9.759","13.761","4.006","0.517","16.394","24.386","15.373","20.105","6.643","3.522","158.915"
"09","ProAm","Jacob Eidson","22","1:49.545","44:44.273","Green","Track","3.262","9.138","12.574","3.813","0.490","14.837","22.740","14.652","18.403","6.217","3.419","167.672"
"6","Am","Steven Aghakhani","22","1:48.750","44:49.640","Green","Track","3.219","9.202","12.390","3.762","0.484","14.763","22.611","14.437","18.459","6.057","3.366","169.750"
"34","Pro","Patrick Liddy","22","1:48.983","44:51.275","Green","Track","3.233","9.135","12.219","3.756","0.483","14.727","22.813","14.442","18.627","6.144","3.404","170.102"
"33","Am","Cameron Cassels","22","1:49.299","44:58.009","Green","Track","3.260","9.216","12.231","3.765","0.484","14.969","22.947","14.514","18.358","6.144","3.411","169.750"
"22","ProAm","Ryan Hardwick","22","1:48.078","45:00.902","Green","Track","3.227","9.145","12.215","3.757","0.484","14.615","22.502","14.423","18.263","6.033","3.414","169.750"
"53","ProAm","Bradley Baker","22","1:52.017","45:25.303","Green","Track","3.289","9.345","12.864","3.868","0.496","15.117","23.296","15.010","18.909","6.360","3.463","165.643"
"08","LB Cup","Mel Johnson","22","1:52.009","45:33.368","Green","Track","3.330","9.332","12.481","3.850","0.496","15.294","23.332","14.851","19.000","6.568","3.475","165.643"
"43","LB Cup","Ashton Harrison","22","1:49.608","45:49.801","Green","Track","3.260","9.080","12.738","3.840","0.493","14.949","23.192","14.554","18.185","5.924","3.393","166.651"
"7","Am","Sheena Monk","22","1:52.791","45:52.197","Green","Track","3.278","9.337","12.837","3.882","0.497","15.020","23.858","14.799","19.195","6.597","3.491","165.310"
"29","Pro","Richy Antinucci","23","1:47.566","46:07.639","Green","Track","3.270","9.246","12.203","3.757","0.482","14.329","22.547","14.357","18.094","5.932","3.349","170.455"
"27","Pro","Paolo Ruberti","23","1:47.854","46:10.747","Green","Track","3.221","8.991","12.451","3.823","0.488","14.462","22.173","14.429","18.497","5.949","3.370","168.359"
"1","Pro","Andrea Amici","23","1:47.783","46:11.280","Green","Track","3.223","9.064","12.226","3.739","0.480","14.681","22.226","14.371","18.407","5.991","3.375","171.165"
"46","Pro","Conor Daly","23","1:48.209","46:12.398","Green","Track","3.208","8.945","12.174","3.738","0.483","15.318","22.196","14.408","18.316","6.050","3.373","170.102"
"3","LB Cup","Randy Sellari","22","1:59.795","46:14.204","Green","Track","3.343","9.701","13.253","3.956","0.509","16.280","25.172","15.503","21.282","7.200","3.596","161.413"
"69","ProAm","William Hubbell","22","2:01.437","46:20.992","Green","Track","3.475","10.305","13.907","4.026","0.543","18.248","24.953","15.433","20.205","6.799","3.543","151.306"
"88","LB Cup","Jeffrey Cheng","21","2:01.282","46:21.394","Green","Track","3.647","10.297","13.579","4.186","0.663","18.049","25.117","15.449","19.960","6.807","3.528","123.920"
"24","LB Cup","Ron Atapattu","22","1:56.646","46:24.102","Green","Track","3.321","10.142","13.778","3.944","0.513","16.286","23.963","15.093","19.370","6.717","3.519","160.154"
"09","ProAm","Jacob Eidson","23","1:50.484","46:34.757","Green","Track","3.261","9.206","12.546","3.820","0.490","14.957","22.747","14.598","18.845","6.532","3.482","167.672"
"36","LB Cup","Matt Dicken","22","1:58.145","46:34.849","Green","Track","3.418","9.774","13.782","4.012","0.514","16.263","24.713","15.211","20.095","6.808","3.555","159.843"
