"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP1","SP4"
"57","GTD","Christina Nielsen","5","1:30.509","9:10.968","Green","Track","3.275","12.361","0.559","13.377","10.338","9.796","0.574","13.165","10.249","10.110","2.350","4.355","141.486","141.353"
"86","GTD","Trent Hindman","4","1:30.242","9:21.927","Green","Track","3.270","12.405","0.560","13.538","10.235","9.798","0.575","13.070","10.095","9.992","2.348","4.356","141.234","141.107"
"73","GTD","Zacharie Robichon","6","1:30.258","9:26.951","Green","Track","3.342","12.335","0.562","13.414","10.181","9.805","0.577","12.994","10.339","9.996","2.344","4.369","140.731","140.618"
"12","GTD","Frank Montecalvo","6","1:30.610","9:33.156","Green","Track","3.198","12.565","0.568","13.281","10.166","9.984","0.581","13.123","10.206","10.144","2.378","4.416","139.245","139.650"
"44","GTD","John Potter","6","1:30.926","9:40.582","Green","Track","3.261","12.619","0.565","13.375","10.319","9.897","0.580","13.078","10.194","10.202","2.406","4.430","139.984","139.890"
"96","GTD","Robby Foley","6","1:29.898","10:07.235","Green","Track","3.280","12.366","0.558","13.438","10.146","9.641","0.567","13.197","10.085","9.981","2.328","4.311","141.740","143.098"
"48","GTD","Ryan Hardwick","6","1:30.984","10:16.852","Green","Track","3.283","12.526","0.562","13.400","10.261","9.784","0.577","13.182","10.402","10.199","2.390","4.418","140.731","140.618"
"14","GTD","Richard Heistand","6","1:30.504","10:28.830","Green","Track","3.204","12.488","0.563","13.425","10.270","9.794","0.577","13.144","10.118","10.077","2.403","4.441","140.481","140.618"
"76","GTD","Matt Plumb","6","1:31.258","10:33.628","Green","Track","3.416","12.408","0.569","13.777","10.283","9.801","0.582","13.203","10.247","10.149","2.388","4.435","139.000","139.410"
"74","GTD","Gar Robinson V","6","1:32.667","10:40.029","Green","Track","3.309","12.538","0.571","13.663","10.597","10.210","0.589","13.527","10.468","10.382","2.387","4.426","138.513","137.753"
"57","GTD","Christina Nielsen","6","1:30.126","10:41.094","Green","Track","3.241","12.466","0.561","13.246","10.242","9.781","0.571","12.983","10.080","10.168","2.394","4.393","140.982","142.095"
"86","GTD","Trent Hindman","5","1:30.599","10:52.526","Green","Track","3.221","12.554","0.565","13.548","10.338","9.771","0.574","13.224","10.034","10.034","2.363","4.373","139.984","141.353"
"73","GTD","Zacharie Robichon","7","1:35.252","11:02.203","Green","Track","3.518","12.469","0.564","14.547","11.558","10.155","0.628","14.344","10.720","10.008","2.355","4.386","140.232","129.198"
"12","GTD","Frank Montecalvo","7","1:30.505","11:03.661","Green","Track","3.197","12.662","0.569","13.270","10.220","9.885","0.578","13.059","10.220","10.047","2.380","4.418","139.000","140.374"
"44","GTD","John Potter","7","1:31.518","11:12.100","Green","Track","3.254","12.560","0.564","13.324","10.527","9.806","0.578","13.244","10.429","10.361","2.422","4.449","140.232","140.374"
"96","GTD","Robby Foley","7","1:30.024","11:37.259","Green","Track","3.264","12.375","0.556","13.255","10.207","9.672","0.570","13.313","10.107","10.045","2.342","4.318","142.250","142.344"
"48","GTD","Ryan Hardwick","7","1:30.763","11:47.615","Green","Track","3.301","12.341","0.558","13.449","10.228","9.827","0.577","13.263","10.181","10.173","2.417","4.448","141.740","140.618"
"76","GTD","Matt Plumb","7","1:31.689","12:05.317","Green","Track","3.388","12.390","0.566","13.703","10.303","9.818","0.582","13.333","10.626","10.138","2.399","4.443","139.737","139.410"
"14","GTD","Richard Heistand","7","1:40.498","12:09.328","Green","Track","3.212","12.490","0.565","13.542","10.694","11.413","0.770","15.768","13.872","11.322","2.412","4.438","139.984","105.372"
"74","GTD","Gar Robinson V","7","1:32.534","12:12.563","Green","Track","3.378","12.577","0.571","13.645","10.601","9.841","0.584","13.628","10.435","10.439","2.401","4.434","138.513","138.932"
"57","GTD","Christina Nielsen","7","1:36.243","12:17.337","Green","Track","3.255","12.471","0.577","15.342","12.450","10.183","0.584","13.814","10.539","10.247","2.387","4.394","137.073","138.932"
